base	task	seed	method	module	analytic_energy_relative_error	saved_energy_relative_error	shape_spread	source_basis_sha256	nuclear_ratio
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.19.mlp.up_proj	1.1102230246251565e-16	1.0805694117266285e-08	1.1102230246251565e-16	06701364620b69cb227fdd3599dcd6cd6bfe32ac9ab829a6ad893a529d0c56da	0.7346118494106364
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.19.self_attn.k_proj	2.220446049250313e-16	5.884779330500578e-09	0.0	8d5d60a21859c499da033be132f7c6346fb36e5895be6dcf71827ef5bff838fc	0.5858393444309759
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.19.self_attn.o_proj	0.0	8.36862401598637e-09	2.220446049250313e-16	7925d7fcc2222ec741b1c65471690d999de412d750298d4eb7476363f43e91c3	0.8538252557526533
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.19.self_attn.q_proj	2.220446049250313e-16	1.681950134724275e-08	0.0	05948d02da8aec0d227c9b9ad5e1218a54c1139a25587a5f5a9a4823bf401cc3	0.46995989677119626
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.19.self_attn.v_proj	0.0	9.235313624955666e-09	2.220446049250313e-16	df637287926f2df9b68fb817cbb3a7ad03d5efad2b3d9a05d1fdc4470677d5c0	0.8125981358412151
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.mlp.down_proj	2.220446049250313e-16	3.1784980203397595e-09	0.0	dc790653bc9c771f51efff76f49cd68d6670a91cdf43e0c3ab41ea42a14a53d4	0.5867288647372736
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.mlp.gate_proj	2.220446049250313e-16	5.7358374716542926e-09	0.0	ab247b432ea9e7251b25985213567f3ce8eaf52a1d161b01705a492bca4f2b27	0.605099549777174
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.mlp.up_proj	1.1102230246251565e-16	7.082851860573669e-09	0.0	e5e4f45155427e3cd157bfc54e78bd4465672a0d913dbc8afd0427bb1c96b821	0.7409224820225437
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.self_attn.k_proj	2.220446049250313e-16	1.1105615649320555e-08	1.1102230246251565e-16	a8a9555ac0367d569fa60d08df3aa23293adecf00d4a6fd3cc6c2da4175c69cf	0.8049667612600568
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.self_attn.o_proj	3.3306690738754696e-16	9.850228410712702e-10	0.0	e109b9c56c32df6a582c79d5d168df1d7f09a51ad31f2779145500b4d43fc694	0.6207438041521993
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.self_attn.q_proj	2.220446049250313e-16	4.955433396958142e-09	1.1102230246251565e-16	0dd4bf526e7a4f6204ec4f820a5d979deefa514b314c332d13cc7ba022337539	0.898332848319685
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.2.self_attn.v_proj	0.0	2.2394059939756517e-09	0.0	c75b8269c83e93310e6f9962cfaf294aec8ee13f0639e6c519aae91ff544a17d	0.6814292285502879
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.mlp.down_proj	3.3306690738754696e-16	2.94342350493082e-09	2.220446049250313e-16	119d7050a0f47f1c491327097802f484c4c7cf69528e03debc4bafc3f50817a0	0.7745413873890524
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.mlp.gate_proj	1.1102230246251565e-16	7.265982260307169e-10	0.0	47e4bb14cb3f28977746ffd5bbee6a324f4a78c3bcb7b6dceb10629c10dfcd5a	0.31604639158976944
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.mlp.up_proj	3.3306690738754696e-16	9.001453582513363e-09	0.0	0bb0f7f62fac9e8dcebd1deb3e123357254cc952a1422e9a49bab9fe660684ab	0.6158266946042739
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.self_attn.k_proj	2.220446049250313e-16	3.780885826643043e-09	0.0	4a9ba56c0719652101089290a6c31611ab63a7d8b7f421c1730408b9689feefc	0.7150140138632066
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.self_attn.o_proj	0.0	5.427280957981395e-09	1.1102230246251565e-16	d437dbfb308397a2c53c8d1e0468abd93c4d3960ebc504b4211165b15d51f70f	0.8416854180976507
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.self_attn.q_proj	4.440892098500626e-16	3.423844319172531e-09	1.1102230246251565e-16	5e1e43c02809febf26262219c05c00d0ab2da0000ea0e0230ad38b6a21d59107	0.49405821947910206
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.20.self_attn.v_proj	0.0	2.0032686620652385e-10	2.220446049250313e-16	9f2794b2fb673449bcefc276e2a719c1480eeaef654a2b281a0638e5a817f1ba	0.7444464142196243
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.mlp.down_proj	2.220446049250313e-16	4.340278580983181e-09	2.220446049250313e-16	e72f4e43aacf3ec44de62f8652f979224d5cc8f6cf6875e16a12428eb2f93e55	0.8515669744597486
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.mlp.gate_proj	2.220446049250313e-16	1.9451960042715655e-09	0.0	e647fb7d3b12f301e03262e480601895947dd9dcc7dfae8ba1197ffc3e79d1ed	0.3110135302130175
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.mlp.up_proj	4.440892098500626e-16	2.212630845210839e-08	1.1102230246251565e-16	92a4151175943352507e7e934de82a7fdcecadaaa30202ee79a6ef8b9949eae7	0.6462323053441675
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.self_attn.k_proj	4.440892098500626e-16	1.7858468037701414e-09	1.1102230246251565e-16	8cfbbab2def8180a63b32c8a5217ef4a1d3cebb1c17bed34ebfcc2bff9c975e8	0.4537907615269769
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.self_attn.o_proj	2.220446049250313e-16	3.953153360214401e-10	2.220446049250313e-16	b0f500c5391ba7c544daf9fef33107c8a0900f3ca4cef65986681b0f3c2ad0c4	0.8849281405973899
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.self_attn.q_proj	1.1102230246251565e-16	2.9007291457716633e-08	1.1102230246251565e-16	d9ae19d7375b5ff29488d5246c5d0ab9f1d3561a0cd4b8db07a0e7a42b87ac13	0.6082552276038097
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.21.self_attn.v_proj	0.0	4.668088138259918e-11	2.220446049250313e-16	d1647000ac195268ce5a05ce8692ce2ff5b10aa94bc1b5189de9fc56d69c7113	0.864968423028432
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.mlp.down_proj	0.0	2.6965478738816273e-09	2.220446049250313e-16	1122e88ee8329eacc45c7f16e8c8c09cdc3144676f0454c60b2b8acfec5d9e57	0.844796838962237
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.mlp.gate_proj	4.440892098500626e-16	1.0245611026249435e-09	0.0	dfe4627bb50df243671d4acff033c95e8aa91b78179552c87320c975279c097e	0.26502149945133324
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.mlp.up_proj	2.220446049250313e-16	2.248142783045637e-09	1.1102230246251565e-16	b051f46bcde51c3ed945bdc58efba0e85ffed3e8b0b8786e46b6f075324015f6	0.6721506571781706
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.self_attn.k_proj	0.0	3.2073790512399114e-08	1.1102230246251565e-16	0d33dc157bc1731d96310dfabbba3537f6a27d4a30753d009664cbc1c34f23ec	0.7867715284458604
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.self_attn.o_proj	0.0	1.3102896545547082e-09	2.220446049250313e-16	2359d8d5c702bd02d0f9b21722fe8dbe2971e71f3abc600cc3524ff601e3664a	0.8862242415069347
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.self_attn.q_proj	0.0	8.070666135395754e-09	0.0	7f6dc1dd2fd928045d53ca0591d024528b41e5c83bd998218e94160ecb56d189	0.5885628218406244
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.22.self_attn.v_proj	2.220446049250313e-16	2.8882007896413597e-10	1.1102230246251565e-16	111feeb4808d37c3899f6f5e67ca4490a1380fb27e58d529f7bf7c8d1562782a	0.7601167757160184
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.mlp.down_proj	4.440892098500626e-16	4.71111860633755e-09	1.1102230246251565e-16	0065428706b45307e091ee5776221fdfd5fdce5710edd890fab0d7a3c21f2bcd	0.8407902717726115
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.mlp.gate_proj	4.440892098500626e-16	2.804177667847796e-09	0.0	bab3c2989bd8ca0a56a891a3e28384e40f362e22e8a6537c8e52c528ba740792	0.26464215308046324
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.mlp.up_proj	0.0	6.30940266699298e-09	0.0	6ec16bdbcd666f0365d06de9dc823327c49dc0c481ae71a085d97d5cbc904972	0.6784718442876841
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.self_attn.k_proj	4.440892098500626e-16	2.933785436809444e-10	1.1102230246251565e-16	160308f3792712a8274551d60a76648f8f93cc8d187b03ad321fdb2182392faa	0.73930609331389
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.self_attn.o_proj	2.220446049250313e-16	4.2050394610804176e-08	1.1102230246251565e-16	bf87b581aa5e1a0aec4477ce83db5370217ca9cebeaad88676a3050d703e891e	0.7979849996699587
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.self_attn.q_proj	0.0	2.9120594824405543e-10	0.0	f27933d002c79e798550c63ad31541a45240b49344ab30441e503bd2b2e4162d	0.5489345312869961
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.23.self_attn.v_proj	0.0	1.4279564197750005e-09	0.0	bff4a2e17c563b714ebb5667ccfe8f8d10a023f1716ff2872cb1a80a3e469f5a	0.6969430752114303
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.mlp.down_proj	0.0	9.85783277229757e-09	1.1102230246251565e-16	283d349d00bb413bc3ddc6a8192d852981e4d56dd31b5edaf11d2fe9e9c7cff2	0.8735731502567373
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.mlp.gate_proj	0.0	2.2193625826005814e-09	5.551115123125783e-17	390981cfe5fc50d56d0e02c40b9e3593b884bc5a61fce8f6579eb61a69b5f1a2	0.2596156495450625
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.mlp.up_proj	0.0	1.7666436091801074e-09	1.1102230246251565e-16	6bd3901e82f229925b25da499f1a05ab4b19c9d368a9efa50d1584b4c8a1e805	0.4943224363514198
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.self_attn.k_proj	2.220446049250313e-16	1.6620631537733743e-09	0.0	e49282743f9f2f1d0ff2cae7054f85c680269e84221f83846737ab018fd3cb8f	0.5527907766330139
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.self_attn.o_proj	0.0	1.0436319031192909e-08	2.220446049250313e-16	852fff2ecb84115d5ede2d683f96721f5f9e621b4aa84b729e351c94f9fe36fc	0.8287312868959825
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.self_attn.q_proj	0.0	1.0247836357279994e-08	1.1102230246251565e-16	17520a343d09168e134e5851f4986a98eadaf7227d59c2224f0b1764ed0b4100	0.6752357730995672
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.24.self_attn.v_proj	0.0	1.3765075745908462e-09	1.1102230246251565e-16	f62ad8fffa15df71a1a76a6bef98851c3f36a1508a8290dc518485390f6a3163	0.6484102280107611
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.mlp.down_proj	0.0	4.058532510065049e-09	1.1102230246251565e-16	15f646c767fa6a11c1b97011293e810181e3515e42ffc72bbba3fd3693624484	0.8415923687465661
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.mlp.gate_proj	4.440892098500626e-16	4.614751247800086e-09	5.551115123125783e-17	cc9547e111025cd77a7f00e5e2ae94ac00be28eeb00b2479dd7ea2590e8bfb32	0.23484035953161075
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.mlp.up_proj	1.1102230246251565e-16	2.2777584263167228e-09	0.0	4f844d69f4e5cf44941a239a7784b4e09f158824d86ffd6567439f8a99ed1b09	0.5299262195887997
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.self_attn.k_proj	1.1102230246251565e-16	7.51265494258746e-10	0.0	e020e2665253953a838d53706a0e93208f028d7574aea07ab3c8de9e23fe24a6	0.3976073511172179
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.self_attn.o_proj	0.0	9.524590627307816e-08	2.220446049250313e-16	6f3cbb34dbe818b0039c5e7de70c9691ffb8bdc1a38c77652e5bdc85670db506	0.8097272806388974
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.self_attn.q_proj	0.0	5.693885807289689e-09	1.1102230246251565e-16	ee9131dbeac8d3377330a17c6a5aa579d23e9ff8663729733b2085368bf9360a	0.8117682195475439
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.25.self_attn.v_proj	2.220446049250313e-16	1.672895599824642e-09	2.220446049250313e-16	1d2dce42496b97d237b43fb41ade1a89a550c30a8b4d38d67bceb73091e69c75	0.6326348082652371
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.mlp.down_proj	1.1102230246251565e-16	2.6519575424543973e-10	1.1102230246251565e-16	48de8748c5ef80903d5611755ca394f6a637559b2f4e48e2e1a317b15a08e606	0.8217709075010974
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.mlp.gate_proj	2.220446049250313e-16	2.462332227004538e-09	5.551115123125783e-17	69f8103107335ed768483eb5b6944ebd5ded9600c55e389ef8c71297bd67c098	0.22109294301898552
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.mlp.up_proj	0.0	1.1306472202932127e-08	0.0	5547cb9909878f615b06f3fa1c130df4758b8abcc0d8b40ee78445496fad014e	0.5083472036762524
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.self_attn.k_proj	2.220446049250313e-16	6.894092519083017e-09	5.551115123125783e-17	3d20e8da7614fbf4e4b76b81f0d8a40a980f88630bd40cbdf3f4fba67d116e7d	0.357726447638782
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.self_attn.o_proj	0.0	1.4926289093608602e-09	1.1102230246251565e-16	dbed5138d4ab5f91681cd937f4c6d974373efec2c1762dd6862d771c76a6619c	0.6035147840417635
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.self_attn.q_proj	2.220446049250313e-16	3.6288367866177396e-09	0.0	36bdd94d8e96bfe0350a09998b674aabc2bcf2f6bb6b856c4d1f51bc888a80d2	0.5362319596785934
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.26.self_attn.v_proj	2.220446049250313e-16	6.987364908894733e-09	0.0	573beae48b222a5100a3e35feac63e4b7f787e6dcc64ba317ff6bc3d51799535	0.6625628633564211
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.mlp.down_proj	0.0	1.779220393238745e-08	2.220446049250313e-16	5ab08e5c98f81d71b897a6a355475107a1030b0ac2f31682b39030f3ed5ff039	0.8466922692715968
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.mlp.gate_proj	5.551115123125783e-16	1.1395984156337136e-09	5.551115123125783e-17	7c25878f0103e1e9900a7bde3e9126459d13d16eaf983e8ea630c186a3fe445d	0.27911236393191163
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.mlp.up_proj	2.220446049250313e-16	1.132429261474499e-09	1.1102230246251565e-16	a827b38a91c62d7aba6b5c04e206e715a9fd15ab0cb0f3501f1434dbb5d6d26b	0.444550392690921
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.self_attn.k_proj	1.1102230246251565e-16	4.331559333436985e-09	0.0	6628285ab470e87de97227544b25d2ceea047e23eba274789da83e9895bb024d	0.6174750058480423
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.self_attn.o_proj	0.0	2.730067505396505e-09	2.220446049250313e-16	f814115c8ab8e6ad26146ffb5435b91dbc871b85dbff805d80edb7a29d2d93bf	0.697398439339502
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.self_attn.q_proj	0.0	2.636041163128766e-09	0.0	92958254c46b52c040f1ee81ad2d98f151a37059fbb06f0f27a5fc2640e83b96	0.5307169317082742
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.27.self_attn.v_proj	3.3306690738754696e-16	3.4654450420390503e-09	0.0	f8ed3e50c964d1c00259f0324e87a4edeeb5347591f043b5fa7e8438b2a6aa6e	0.5409426616237935
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.mlp.down_proj	0.0	2.2737967064756504e-10	2.220446049250313e-16	049f59121f3f6f921053aa4298f7b67f1e6620c403801501e73768b527342456	0.8547648963200626
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.mlp.gate_proj	2.220446049250313e-16	1.838993557434776e-08	0.0	cd2ad80a62bb08d79199fbfe072e194cf4595ae38c1371f5bed61a132621800e	0.2583302503651244
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.mlp.up_proj	0.0	1.5305420375533174e-08	0.0	e153203944bea661c9a962f8e33d7546ed600bca0b8f598c2846add69dc8cf1f	0.5226271241652224
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.self_attn.k_proj	2.220446049250313e-16	3.4350067235067172e-09	2.220446049250313e-16	a133c36707b605832b96b396344279c6b40322660a98c31b8c0523aa1955b39a	0.7819659461562501
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.self_attn.o_proj	0.0	3.215738453299366e-09	1.1102230246251565e-16	c3d30b050f4891067ba18f72a5405c6d6a32516729c39fe0eba7e36078bacc26	0.9295081444703582
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.self_attn.q_proj	1.1102230246251565e-16	2.5357413946380802e-09	0.0	21e19487e3abcc898424fc37329f7dc55782c57849227d49abd1a19ba7555d69	0.6356152036317291
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.28.self_attn.v_proj	2.220446049250313e-16	8.621935165820105e-09	1.1102230246251565e-16	3e81888e5f4b06711b70adcecaade65de2830b8b6a94a1fb5da34befa1e3eb5d	0.8274910934006142
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.mlp.down_proj	4.440892098500626e-16	2.841667678943338e-09	2.220446049250313e-16	69237fc78aba066c52474e7ed28ea670c445b170391a93136615bb182ef03fe9	0.7895037573602182
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.mlp.gate_proj	2.220446049250313e-16	4.126537778148531e-09	2.7755575615628914e-17	59b56653e8813a7733da42f0e84702f41a36deec98c88080cebe93297828cb10	0.24831541847926494
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.mlp.up_proj	0.0	1.4620526123110267e-08	5.551115123125783e-17	9ce7b32f1e0ce197e397f27010110d426c94ae1ada08d917d8bc9b3e87f73d67	0.35170953071052014
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.self_attn.k_proj	4.440892098500626e-16	5.734559049841437e-09	0.0	d595dda707e0fc5a5379d40cc10d662e2289d7b7ee52a064870525d28d535e41	0.5395536510485577
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.self_attn.o_proj	4.440892098500626e-16	1.0131173455718567e-08	0.0	542477aa916d7e49c46441583c519271d00eaf748d294850e13b7ec6855db7e9	0.6769178332300784
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.self_attn.q_proj	2.220446049250313e-16	1.647719960473637e-09	0.0	e5e41fc1a4a901601b258d1d6837e4f3cf395d2be281d514ee18e7d6af9cd61c	0.7910108926009237
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.29.self_attn.v_proj	1.1102230246251565e-16	7.852913652683924e-09	5.551115123125783e-17	e57da32203bb0432fb85299e6f286a344b8e341aa842cea4333eccdbc5ce83a1	0.46312393728979045
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.mlp.down_proj	0.0	1.9971769793514227e-09	0.0	1d6cc45f7c109575105ae55f79380ba3a606cd335e60a0fa30deb07cd587ca82	0.5966774506932835
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.mlp.gate_proj	0.0	1.922766279527366e-09	1.1102230246251565e-16	912aa8973d4157da9aa190a24666bbfaf849bc70b61ecf836ffa2271f6ec60e1	0.463777122332711
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.mlp.up_proj	2.220446049250313e-16	2.40324944389414e-08	2.220446049250313e-16	552bec5c102472f38a60aa1aa6d0abc4b6afe6b31f6121daf77ed298806bd6c6	0.7873594119109687
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.self_attn.k_proj	2.220446049250313e-16	1.2830108087058534e-09	0.0	9b560c169da89d3b50d598b984b38d7ba7879eeff96445ba5f67ddd4668bf112	0.8275477644525641
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.self_attn.o_proj	0.0	6.609498948151327e-09	2.220446049250313e-16	b5446df0aafb9060985649bb009b82e560482bceca1b967ed51b2d079a4bd94b	0.7744469585711832
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.self_attn.q_proj	0.0	2.6025285260189435e-09	1.1102230246251565e-16	b842e047ac21bcfe6953ef3f55536c3f6f5b34901657cd539ddbfd3f2b996463	0.8195773340276393
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.3.self_attn.v_proj	0.0	3.0835938247264494e-09	2.220446049250313e-16	e1e7475d359143a86994b839f19ad2ce039279409c8703c917480d644ecfeb28	0.7033461043044158
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.mlp.down_proj	3.3306690738754696e-16	4.676248943624728e-09	1.1102230246251565e-16	2b07759980033090bfdf2c96ad3e3858275aad8f9494809677b13e540e7f58ce	0.641019365738972
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.mlp.gate_proj	0.0	2.9776847654261474e-10	0.0	cd2ac850a4a0c2f1af508551a64c1dfbaba0adf95dab24e9e5a8a6c9436fb441	0.26219612414587695
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.mlp.up_proj	2.220446049250313e-16	8.887207636476546e-10	0.0	3c1c8faafc5814c88dc3f3533318a6ff99431a22404e1df19c0d545705e0f945	0.5087303916644027
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.self_attn.k_proj	1.1102230246251565e-16	2.5620853216778983e-09	0.0	fbad633e1710f623e80a86844260b67652ae7e054798a2267e7478a6398809be	0.3715751763968113
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.self_attn.o_proj	0.0	2.1256211235609612e-09	2.220446049250313e-16	2afd2d5171b3bf6ea0905979c86e7d0d121a2ccfc29542e61f87553294adc8f4	0.8153650081609316
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.self_attn.q_proj	2.220446049250313e-16	9.396328159994027e-10	0.0	ed83de74244f0ffdea0d676b30387562676d332a28826a17053a8c002799087f	0.3144404517456175
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.30.self_attn.v_proj	2.220446049250313e-16	4.623706306716713e-09	1.1102230246251565e-16	2730153f9322b4efee65649aeaf8b58eb652cca94c4843b89153449c03d974f2	0.6749059523969879
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.mlp.down_proj	0.0	1.555168660516415e-09	1.1102230246251565e-16	4e10bb468c410ded30f02864e7615974f794095ba8d37eb974cd1a699cf86052	0.902475236151698
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.mlp.gate_proj	2.220446049250313e-16	7.421063763501934e-11	0.0	975158643c9cfbc3db09fe16dc1cbaeb6b096d956efbc171bb14c04d66aaeb79	0.2606164495300807
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.mlp.up_proj	1.1102230246251565e-16	9.739915540762922e-10	0.0	658ecb96e182a60024d65fdb8290c3e6d2765321ba29ce6417c555024d9da41b	0.6081103549938978
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.self_attn.k_proj	2.220446049250313e-16	9.312089876978291e-09	0.0	307998cef45f7a9cf59714dfff9013210c6ab7047c39527eba2d99287997e628	0.6620458627304379
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.self_attn.o_proj	2.220446049250313e-16	6.940159558155301e-11	2.220446049250313e-16	3273a2c971c2b8b43203e28ba33aeb7b05ec762e47e099643d0bd1add900a174	0.8089128356143689
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.self_attn.q_proj	0.0	3.0958798857838588e-09	0.0	23b773b2694c2cadbcb19fa54136ccd47d006b885d2d1a9b3f5ebfb349522487	0.5692618643993075
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.31.self_attn.v_proj	2.220446049250313e-16	1.9804498041509078e-09	1.1102230246251565e-16	2f0fa8585438dee697651921eb07a3d7472fa09d9244cb77b219ae291c06c0d2	0.7410163664104725
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.4.mlp.down_proj	0.0	2.6684174203595035e-08	1.1102230246251565e-16	cc968ca240971a996f2dedd6427c9fe49390f849ea8f93dcf401fb55cec7c1ac	0.6391062694089967
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.4.mlp.gate_proj	2.220446049250313e-16	1.4058501474067953e-08	1.1102230246251565e-16	23f9f6451595f3931de53a605e39aa9393f6d96a27e6e3428b252dffd1d110f4	0.4590297025120438
Llama-3.1-8B-Instruct	tulu	44	scalar_e	base_model.model.model.layers.4.mlp.up_proj	2.220446049250313e-16	5.003033654027433e-09	2.220446049250313e-16	cdfcc17b9436d2a1c906c95eb8dc7f8fbea904f3218b41e2f7e6b08de09fd76e	0.7980039628269244
