group	comparison	outcome	n_checkpoints	mean_difference	ci_low	ci_high	uncertainty
source/tulu	scalar_e minus scalar_f	forgetting_gap	6	0.08230957346241911	0.0	0.24692872038725733	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	flat_e minus scalar_f	target	6	1.447935921133703	0.184842883548986	2.7110289587184204	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	flat_e minus scalar_f	off_score	6	-0.41890040796925376	-0.7709679273585669	-0.04299029476294231	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
source/tulu	flat_e minus scalar_f	forgetting_gap	6	0.02167970425123716	0.0	0.06503911275371148	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus scalar_e	target	3	-2.032520325203251	-3.0487804878048763	-0.6097560975609753	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus scalar_e	off_score	3	-0.10363647592124892	-0.3561927405014558	0.36028103252246524	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus scalar_e	forgetting_gap	3	0.0	0.0	0.0	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus flat_e	target	3	-0.6097560975609753	-0.6097560975609753	-0.6097560975609753	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus flat_e	off_score	3	0.0832844585037833	-0.071511784568429	0.35618906994716326	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus flat_e	forgetting_gap	3	0.0	0.0	0.0	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus scalar_f	target	3	3.455284552845536	0.0	5.487804878048792	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
base_source/Qwen3-8B/magicoder	hns_f4_s1 minus scalar_f	off_score	3	1.3453062842395933	1.12857526811068	1.700720228307901	source-checkpoint bootstrap; paired variants, fixed test set; subgroup CIs unadjusted descriptive
