case	base_model	task	module	layer	module_type	utility	utility_ci_low	utility_ci_high	functional_concentration	raw_concentration	gradient_compatibility	gradient_importance	p99_contribution	utility_z_within_case
qwen_magicoder	Qwen3-8B	magicoder	layers.21.mlp.up_proj	21	up_proj	-0.000392398506891532	-0.0008295086594145806	8.47660951682777e-05	0.994971971739364	0.8948997107314197	0.00025039715379808063	4.48515170570242e-05	0.03359314764912806	-0.7284915073258726
qwen_magicoder	Qwen3-8B	magicoder	layers.21.self_attn.k_proj	21	k_proj	-0.00012158297124456187	-0.0005930954498834297	0.00034543606834333405	0.7705107346312223	0.5361480393314274	-9.941039536763485e-06	6.587880376117495e-06	0.0039145489766008006	0.5912632123175587
qwen_magicoder	Qwen3-8B	magicoder	layers.21.self_attn.o_proj	21	o_proj	-0.0002843466449956425	-0.000724634546481195	0.00015564149276154937	0.7440747668552605	0.4789508284343384	-6.428695785706205e-06	1.5205006714412505e-05	0.012854060820436322	-0.20192661006955875
qwen_magicoder	Qwen3-8B	magicoder	layers.21.self_attn.q_proj	21	q_proj	-0.00025209149376290743	-0.0006215057412131888	0.00011383426360419489	0.9662087704824598	0.7231808936755687	1.8406056947508552e-06	1.488884182981296e-05	0.006969596614672773	-0.04473884766693674
qwen_magicoder	Qwen3-8B	magicoder	layers.21.self_attn.v_proj	21	v_proj	-3.066023842233126e-05	-0.00045977926156559926	0.0003719520129141258	0.9727752154842525	0.7293277740691916	1.804734155288842e-05	1.158321254702055e-05	0.012875105791080511	1.0343533972227617
qwen_magicoder	Qwen3-8B	magicoder	layers.22.mlp.down_proj	22	down_proj	1.7034714339209383e-05	-0.0004753057157895604	0.000492784057240017	0.987221059385821	0.8424651535478709	1.5604212278323698e-05	2.0891925806579424e-05	0.01152487320311494	1.266783338362728
qwen_magicoder	Qwen3-8B	magicoder	layers.22.mlp.gate_proj	22	gate_proj	-0.0003166368505993827	-0.0008697717038334393	0.0002476151177629092	0.9990144586591454	0.9649887877901935	7.04939754836198e-06	4.852294260091305e-05	0.05846983808424091	-0.35928520156242355
qwen_magicoder	Qwen3-8B	magicoder	layers.22.mlp.up_proj	22	up_proj	-0.0006036489713387411	-0.0011946875296655248	-3.9548121514867675e-05	0.999059391415589	0.954189578559772	3.674952855647589e-05	5.106774062026485e-05	0.057826321141314675	-1.7579701035778534
qwen_magicoder	Qwen3-8B	magicoder	layers.22.self_attn.k_proj	22	k_proj	-0.00018040237368130294	-0.0006343827109600677	0.0002768935421939755	0.7859560425613108	0.44869541134848195	2.42842955898261e-06	6.189713082862794e-06	0.0045405923496565515	0.30462092723946543
qwen_magicoder	Qwen3-8B	magicoder	layers.22.self_attn.o_proj	22	o_proj	-0.0001936394904480606	-0.0006449500159894833	0.0002644474419658301	0.9756186312997919	0.7733239130640001	5.581183250992891e-06	1.9607790101383652e-05	0.021703576378395793	0.24011300569181526
qwen_magicoder	Qwen3-8B	magicoder	layers.22.self_attn.q_proj	22	q_proj	-0.0002915516007141989	-0.0007691317253181192	0.00018922619399477217	0.9824993531860057	0.7552333546940799	-1.734633508688607e-05	1.6276696593196796e-05	0.008630299644341286	-0.23703823795926074
qwen_magicoder	Qwen3-8B	magicoder	layers.22.self_attn.v_proj	22	v_proj	-0.00011154410780453291	-0.0005320372334757789	0.00030990585257283944	0.958950361632957	0.6972828819641403	4.585317774077386e-05	1.5182353307849658e-05	0.014787400800318765	0.6401852114679512
qwen_magicoder	Qwen3-8B	magicoder	layers.23.mlp.down_proj	23	down_proj	2.50864712918391e-06	-0.0005342240002555924	0.000500510620777724	0.9781109370920111	0.8118951308355646	-7.460490995016034e-06	1.6467782980246343e-05	0.011328469060023107	1.1959940252146097
qwen_magicoder	Qwen3-8B	magicoder	layers.23.mlp.gate_proj	23	gate_proj	-0.0006802715971821644	-0.001139926021827049	-0.00022063554554689166	0.9965567470216278	0.919593139144214	0.0002315849189373055	4.784507856654664e-05	0.04113956076939225	-2.1313721384601974
qwen_magicoder	Qwen3-8B	magicoder	layers.23.mlp.up_proj	23	up_proj	-0.0005636667130423374	-0.001081605359423356	-9.631737455969983e-05	0.9966059209916311	0.9304166289069629	-5.715283279450206e-05	3.744308388108774e-05	0.04431881969570964	-1.563126133631213
qwen_magicoder	Qwen3-8B	magicoder	layers.23.self_attn.k_proj	23	k_proj	-0.00025549359986039457	-0.0007304331318276827	0.00021961130446097874	0.7428537803244213	0.34806317450034363	8.309440960898374e-07	5.507301116921641e-06	0.00482743745374657	-0.06131819777017215
qwen_magicoder	Qwen3-8B	magicoder	layers.23.self_attn.o_proj	23	o_proj	-0.00046994524901030493	-0.0009461446069791668	-8.343477718166296e-06	0.9584855500718341	0.6976632176522581	3.0213983735811083e-05	1.7104704144688023e-05	0.02093806790812316	-1.1063970017788738
qwen_magicoder	Qwen3-8B	magicoder	layers.23.self_attn.q_proj	23	q_proj	-0.0003209675921768439	-0.0007957264719927898	0.00017435717411705675	0.9659637629944868	0.678686379168061	-4.6482501035239346e-05	1.6457392794978094e-05	0.009026074677280923	-0.38039003449882136
qwen_magicoder	Qwen3-8B	magicoder	layers.23.self_attn.v_proj	23	v_proj	-0.00025713187260705916	-0.0007236966252571247	0.0002108005776268536	0.9642225525535641	0.7636722027819831	-2.058398775788059e-07	1.0893288809561426e-05	0.015761867110373622	-0.06930192803996105
qwen_magicoder	Qwen3-8B	magicoder	layers.24.mlp.down_proj	24	down_proj	-0.0001528437753192714	-0.0005370466801963869	0.00021652361897171488	0.9862004139989895	0.8329433321788575	6.913248427925661e-06	1.2872798534339552e-05	0.01247477803721128	0.4389211628893908
qwen_magicoder	Qwen3-8B	magicoder	layers.24.mlp.gate_proj	24	gate_proj	-0.00033885582548673034	-0.0008749459305259047	0.00019307075465311722	0.998843120358211	0.9437413265666066	-0.00015423502739680858	3.8138530704777446e-05	0.05159340100379375	-0.46756405972749415
qwen_magicoder	Qwen3-8B	magicoder	layers.24.mlp.up_proj	24	up_proj	-0.0006418775339595607	-0.0011605679988861085	-0.00014000815324118922	0.99856644602081	0.9419302538270977	-5.020420399061369e-05	3.7987621110432326e-05	0.06393435083382192	-1.944267857225856
qwen_magicoder	Qwen3-8B	magicoder	layers.24.self_attn.k_proj	24	k_proj	7.135665319004997e-05	-0.0004207162430784741	0.0005471412672615442	0.8214581327586966	0.33986273856716853	-1.0858458243693716e-05	9.044060222279571e-06	0.006823608005552931	1.5315083106849756
qwen_magicoder	Qwen3-8B	magicoder	layers.24.self_attn.o_proj	24	o_proj	-0.00020065183033708667	-0.0007117362051713661	0.0002784958384076089	0.9956018096460698	0.8853641680393745	4.051034104079739e-05	1.5510130530554477e-05	0.03153844100268109	0.2059400449634834
qwen_magicoder	Qwen3-8B	magicoder	layers.24.self_attn.q_proj	24	q_proj	-4.5816062903795084e-05	-0.0005395879816324984	0.00045786266688440654	0.982490142750729	0.7538439305805038	-5.887072751464406e-05	2.3733228039451212e-05	0.011909875617223448	0.9604951126833787
qwen_magicoder	Qwen3-8B	magicoder	layers.24.self_attn.v_proj	24	v_proj	-3.390673731194168e-05	-0.0004405020568214479	0.0003834297483573192	0.9732080420690477	0.7382473287280966	5.162031570310085e-05	1.2347732223564034e-05	0.017217940023931445	1.0185323616176782
qwen_magicoder	Qwen3-8B	magicoder	layers.25.mlp.down_proj	25	down_proj	-0.00010924126769675583	-0.00055124005150111	0.00035315317208649646	0.9772161819832946	0.7881655826583975	-1.5394861994040723e-05	1.233233129875817e-05	0.011160825526575867	0.6514075517726254
qwen_magicoder	Qwen3-8B	magicoder	layers.25.mlp.gate_proj	25	gate_proj	-7.424747846165641e-05	-0.0006009957646248771	0.00044405969989592915	0.9978418278932727	0.9067682420027068	0.0001044672358702243	3.1791860552896305e-05	0.041998702348774085	0.8219414112533959
qwen_magicoder	Qwen3-8B	magicoder	layers.25.mlp.up_proj	25	up_proj	-0.0006014457980140311	-0.0011171114066096603	-6.859254885892421e-05	0.999095473604608	0.9506387940674781	-4.1613057239280965e-05	4.636413029515003e-05	0.06292103494797849	-1.747233465494915
qwen_magicoder	Qwen3-8B	magicoder	layers.25.self_attn.k_proj	25	k_proj	-0.00028970996375943795	-0.0007282562462277099	0.00014732583563347294	0.976607030913379	0.7777517675814013	-2.72371370109109e-05	7.472341121387475e-06	0.00985622966669509	-0.22806346087673812
qwen_magicoder	Qwen3-8B	magicoder	layers.25.self_attn.o_proj	25	o_proj	-0.00034589405919684737	-0.0007394651592266365	4.374144873658071e-05	0.9605377229655176	0.7188930769361453	6.408885993042638e-06	1.2785096084752266e-05	0.02321976042302044	-0.5018632077977476
qwen_magicoder	Qwen3-8B	magicoder	layers.25.self_attn.q_proj	25	q_proj	-0.0003756676785281447	-0.0008624200938177891	0.00010477302931859845	0.9961794096536624	0.8608285324488875	-1.682008270113156e-05	1.323434947358961e-05	0.01331924829029341	-0.6469578181917734
qwen_magicoder	Qwen3-8B	magicoder	layers.25.self_attn.v_proj	25	v_proj	-0.00024126140309161826	-0.0006526393357847558	0.0001594112941720445	0.9623912409566573	0.7301914215675726	-3.195151594892358e-05	1.2287999487949506e-05	0.02056682724798668	0.008039008091797617
qwen_magicoder	Qwen3-8B	magicoder	layers.26.mlp.down_proj	26	down_proj	-0.0005065324853678219	-0.0009274379273907083	-0.0001038791825536825	0.9845754768660018	0.8312395839430228	-2.5390782039922396e-05	1.3410301522579278e-05	0.014330764830016197	-1.2846961445743137
qwen_magicoder	Qwen3-8B	magicoder	layers.26.mlp.gate_proj	26	gate_proj	-0.0006330748561952934	-0.0011379498621967971	-0.0001498516893289131	0.9970677685310976	0.883661192333516	-1.7808614811583347e-05	2.5356796629084695e-05	0.03245842220476013	-1.901370113205601
qwen_magicoder	Qwen3-8B	magicoder	layers.26.mlp.up_proj	26	up_proj	-0.00033883017594697046	-0.0007964735392664299	0.0001302771514556438	0.9959781285567835	0.8849519559485056	-6.697751154174232e-05	3.1585470013988724e-05	0.048967817955212156	-0.4674390628321945
qwen_magicoder	Qwen3-8B	magicoder	layers.26.self_attn.k_proj	26	k_proj	-0.0002457299193397897	-0.0006700515869210978	0.00018524378538131692	0.8529597877401361	0.5939985620031779	-1.0281814765270082e-05	7.886549764319322e-06	0.008141678680573331	-0.01373723673935303
qwen_magicoder	Qwen3-8B	magicoder	layers.26.self_attn.o_proj	26	o_proj	-0.00027115154461782487	-0.0007427241836414962	0.00021281415199647148	0.9744349242343315	0.7204129381362027	9.117711379993308e-06	7.760243980437197e-06	0.023996088014503498	-0.13762344534087576
qwen_magicoder	Qwen3-8B	magicoder	layers.26.self_attn.q_proj	26	q_proj	-0.00027593103100041874	-0.0006812893220635711	0.00012594188762004178	0.9921274632769744	0.8094078864004886	3.739788110449668e-05	1.1639165547603327e-05	0.013768627929545346	-0.1609151287217082
qwen_magicoder	Qwen3-8B	magicoder	layers.26.self_attn.v_proj	26	v_proj	-0.0004096869073930334	-0.0008764002960724908	6.592827009372885e-05	0.9790834904482462	0.7830069017856961	8.677088220294219e-06	1.1440341683731604e-05	0.02848573139619941	-0.8127423908744642
qwen_magicoder	Qwen3-8B	magicoder	layers.27.mlp.down_proj	27	down_proj	-0.0003601576461166632	-0.0007702900676942263	3.1133893816197314e-05	0.9786648962559003	0.731946914288186	-2.859969886113887e-05	1.1253288015185298e-05	0.012753595716088927	-0.571373386050632
qwen_magicoder	Qwen3-8B	magicoder	layers.27.mlp.gate_proj	27	gate_proj	-9.379377130602227e-05	-0.000533403541709556	0.00035408471451430965	0.9967103007920625	0.8811441949213601	-0.00010540362057538431	2.8072208166285487e-05	0.03515067551067661	0.72668722957856
qwen_magicoder	Qwen3-8B	magicoder	layers.27.mlp.up_proj	27	up_proj	-0.0004463740548149484	-0.0010334032297622962	0.00012339393867820948	0.9924965171692808	0.7936753844107839	-3.859483289976491e-05	2.3163287724787025e-05	0.036432648149290224	-0.9915284263382622
qwen_magicoder	Qwen3-8B	magicoder	layers.27.self_attn.k_proj	27	k_proj	-0.00030611992859449545	-0.0007856636628752849	0.00016950337735355877	0.8292241688767285	0.6130195255038577	-9.37961372769747e-06	8.389824000100012e-06	0.006845808097366155	-0.30803349837296834
qwen_magicoder	Qwen3-8B	magicoder	layers.27.self_attn.o_proj	27	o_proj	2.27353856211803e-05	-0.00042345282911765767	0.00046676538701428705	0.9740735075435996	0.7668120794106937	2.5187305744583713e-06	1.1496111820721319e-05	0.03423388300904617	1.294564195954755
qwen_magicoder	Qwen3-8B	magicoder	layers.27.self_attn.q_proj	27	q_proj	-0.00022301199983377926	-0.0006312767318526252	0.00018075492660530248	0.9887460585303803	0.7565521788587075	-3.013930799665848e-05	1.70902312078935e-05	0.01660832383954828	0.09697310865095327
qwen_magicoder	Qwen3-8B	magicoder	layers.27.self_attn.v_proj	27	v_proj	-0.0002123855176519175	-0.0007270697076789669	0.0002586055119506647	0.992203292720579	0.8707632476653034	3.055532371854676e-06	1.1648480930739529e-05	0.024424452683062987	0.14875872715033192
qwen_magicoder	Qwen3-8B	magicoder	layers.28.mlp.down_proj	28	down_proj	-7.771163201722942e-05	-0.0005812824841161244	0.0004151538075482254	0.9900101522659915	0.8082492633323952	-5.445633181538546e-05	1.3153020243607474e-05	0.014173640121453049	0.8050596877081971
qwen_magicoder	Qwen3-8B	magicoder	layers.28.mlp.gate_proj	28	gate_proj	-0.0001509437551263903	-0.0007024917995832006	0.0004255637495976973	0.9972287877432262	0.8790152324472954	-0.00013269820100030304	2.7079120202704286e-05	0.0359024370113183	0.4481804567145481
qwen_magicoder	Qwen3-8B	magicoder	layers.28.mlp.up_proj	28	up_proj	-0.00024151679922322758	-0.0007245366568448114	0.0002271382657230876	0.9953697204420145	0.8720753581213051	-3.641258984877226e-05	3.351458522734127e-05	0.04472447619140392	0.006794396148598555
qwen_magicoder	Qwen3-8B	magicoder	layers.28.self_attn.k_proj	28	k_proj	-0.00023170340745175472	-0.0006916748756756548	0.00023449072461636315	0.6116946936462191	0.5692675237083616	1.2273314139800113e-05	8.835302313066891e-06	0.007204110482067666	0.05461761306697483
qwen_magicoder	Qwen3-8B	magicoder	layers.28.self_attn.o_proj	28	o_proj	-0.00012191849165275449	-0.0006316403873631211	0.000396052775446508	0.8747818890281182	0.5639204497839266	-1.4428834281525296e-05	8.448073601530142e-06	0.01582239248218306	0.5896281338823758
qwen_magicoder	Qwen3-8B	magicoder	layers.28.self_attn.q_proj	28	q_proj	-0.00020021798669314774	-0.0006390833036332834	0.0002471426318659157	0.9939372961096533	0.8437625951545517	-4.397054259326161e-05	1.4544693368924755e-05	0.0158892987402935	0.20805427816398225
qwen_magicoder	Qwen3-8B	magicoder	layers.28.self_attn.v_proj	28	v_proj	-0.00021239822028113194	-0.0006436485369674495	0.00021941288084280288	0.9562459908143642	0.7168737365249827	-2.7083102937203735e-05	1.1324139783305426e-05	0.027429934496666614	0.14869682392599295
qwen_magicoder	Qwen3-8B	magicoder	layers.29.mlp.down_proj	29	down_proj	-3.3183542431377976e-05	-0.0004846301174066106	0.0004204744992197533	0.9866813104218553	0.836755924634753	-5.995736340584544e-05	1.5215436464470603e-05	0.01612329964851976	1.0220566788418204
qwen_magicoder	Qwen3-8B	magicoder	layers.29.mlp.gate_proj	29	gate_proj	-0.00022106593260999585	-0.0006915084681794292	0.00026772171258926386	0.9936897455127366	0.7788322854823375	2.6446819582343473e-05	1.8996048180181008e-05	0.023796031897181606	0.10645680166433921
qwen_magicoder	Qwen3-8B	magicoder	layers.29.mlp.up_proj	29	up_proj	-0.0002850588472163091	-0.0007484976843488021	0.00017242611187403317	0.9974373031374928	0.8859017516555121	9.43773183927211e-06	2.351699066739393e-05	0.04651184724972083	-0.20539735719571522
qwen_magicoder	Qwen3-8B	magicoder	layers.29.self_attn.k_proj	29	k_proj	-0.0003424749755468525	-0.0007312999641309019	5.9805889842939446e-05	0.6557817796024783	0.4462276348536566	2.095921502182551e-06	4.754038690175179e-06	0.005572284104357887	-0.4852011216542901
qwen_magicoder	Qwen3-8B	magicoder	layers.29.self_attn.o_proj	29	o_proj	7.148648871750128e-06	-0.0003797527402639389	0.00039014336271364164	0.9426670904991711	0.757419413645866	-1.3381773850056197e-05	7.784965069344256e-06	0.024961805341817366	1.218605963574336
qwen_magicoder	Qwen3-8B	magicoder	layers.29.self_attn.q_proj	29	q_proj	-3.6984926364460927e-05	-0.00045718487779625123	0.00038769198123548844	0.9511213566017858	0.6029494179852055	-1.0356607037888306e-05	1.048117830904711e-05	0.009646015294106369	1.0035315437350854
qwen_magicoder	Qwen3-8B	magicoder	layers.29.self_attn.v_proj	29	v_proj	-0.00022531422923822872	-0.0006627504729100915	0.00018674282998335155	0.938477405605187	0.7013813430108012	-4.1083972416088156e-05	8.324963718856125e-06	0.017414486729736504	0.08575374446283358
qwen_magicoder	Qwen3-8B	magicoder	layers.3.mlp.down_proj	3	down_proj	-0.00032272641776037996	-0.0008069910109043121	0.0001574018145682372	0.9716184926757534	0.733466382010889	-2.5959304151536605e-05	5.1668558578321056e-06	0.0077532329714072165	-0.3889612501765189
qwen_magicoder	Qwen3-8B	magicoder	layers.3.mlp.gate_proj	3	gate_proj	-0.00026773954512643034	-0.0008569958421294807	0.0003278447620448517	0.999528737133239	0.9389433645716029	2.8356474778974633e-06	8.14014642493084e-06	0.003988523673697971	-0.12099588214945332
qwen_magicoder	Qwen3-8B	magicoder	layers.3.mlp.up_proj	3	up_proj	-6.955434552958755e-05	-0.0006328534670784825	0.00045008868223331007	0.9962941763853056	0.8079283106994896	-1.0751899354772582e-05	1.3766730255039034e-05	0.03148438616154685	0.8448122717533858
qwen_magicoder	Qwen3-8B	magicoder	layers.3.self_attn.k_proj	3	k_proj	-0.00015204118900611754	-0.0006116921418025845	0.0003058160304046066	0.5207971798271318	0.5099617932705027	1.682513379922555e-05	4.1203162338681555e-06	0.0027280152369096354	0.4428323752656513
qwen_magicoder	Qwen3-8B	magicoder	layers.3.self_attn.o_proj	3	o_proj	-2.2586129727910777e-05	-0.0005366444373961354	0.0004838577761757569	0.9124073253178981	0.737096329758187	-2.5971052243466815e-05	9.144279271253881e-06	0.02564165669725016	1.0737006341931925
qwen_magicoder	Qwen3-8B	magicoder	layers.3.self_attn.q_proj	3	q_proj	-0.0001018105960283123	-0.0005869486781417346	0.0003984166645124309	0.9307059059161408	0.6931658996054537	1.9066956912948375e-05	5.749331043107601e-06	0.006200415595786622	0.6876191523409653
qwen_magicoder	Qwen3-8B	magicoder	layers.3.self_attn.v_proj	3	v_proj	-0.00024844278566172863	-0.0007812442288535541	0.00027619113565468357	0.9863591646300846	0.916545851881238	-7.6001075123549335e-06	1.9929021495472925e-05	0.036216460815921364	-0.02695774169889065
qwen_magicoder	Qwen3-8B	magicoder	layers.30.mlp.down_proj	30	down_proj	-0.00036189717347504663	-0.000850260141687315	0.00011353752896433935	0.9983551742192828	0.9276199700046271	-0.00010745680640862401	2.08789646712472e-05	0.0258708382982075	-0.5798505564451994
qwen_magicoder	Qwen3-8B	magicoder	layers.30.mlp.gate_proj	30	gate_proj	-0.0005521580088334006	-0.0010307097593780423	-8.084666838900005e-05	0.9971201085732888	0.8835852258124107	-0.00012432581422891053	3.128371205153089e-05	0.044993964109514305	-1.5070412171568337
qwen_magicoder	Qwen3-8B	magicoder	layers.30.mlp.up_proj	30	up_proj	-0.0006997034442229349	-0.0012634931865041373	-0.00015752775991549275	0.9986014405158703	0.9319777394226282	-0.0001704688721297289	4.5310772312732645e-05	0.06372427751396947	-2.226068595892672
